audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
tarahumara-central,8108,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tarifit,101621,119,119,119,57,58,3,56,54,3,True,True,True,0,core_only,23,26,20,10,38
tarifit-arabic-based-script,184497,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,1,0,1
tarifit-latin-based-script,184498,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,1,0,1
tarok,9930,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tasahlit,139137,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
tat-azeri,143311,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tat-juhuri,1126,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tatar,411,145,145,145,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
tausug,12535,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
taveta,141934,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tawala,142078,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tawbuid-eastern,139803,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tboli,12557,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tchien-krahn,22194,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tchumbuli,139904,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tehit,141560,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tehl,184512,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
teke-central,4309,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
teke-eboo,140487,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
teke-tege,26378,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
telugu,5848,234,234,236,93,95,22,90,89,4,True,True,True,0,core_only,32,34,36,20,61
tem,1335,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
tembarissa,149770,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
temi,143000,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tengger,16628,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tennet,100574,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
teochew,23075,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tepehuan-northern,144370,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tera,10007,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ternate,17110,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
teso-kenyan,20964,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tetun-belu,53297,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
tetun-dili,17224,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
thai,13169,365,365,367,142,144,40,138,137,5,True,True,True,0,core_only,51,55,55,36,80
thai-northern,21118,128,128,128,62,63,4,61,60,2,True,True,True,0,core_only,24,28,21,13,42
thai-southern,20969,64,64,64,36,36,2,36,35,1,True,True,True,0,core_only,18,16,12,8,22
thami,8982,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tharaka,20269,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tharu-dangaura,23714,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tharu-kathariya,142653,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
themne,13098,81,81,81,40,40,3,39,34,2,True,True,True,0,core_only,18,17,14,10,24
thradhri-kohli,184810,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
thur,139156,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ticuna,1699,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tidung-southern,184691,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tigak,142353,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tigre,4575,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tigrinya-eritrea,23526,68,68,68,40,40,3,40,34,2,True,True,True,0,core_only,18,17,14,10,24
tigrinya-ethiopia,4576,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
tigwahanon-manobo,185335,61,61,61,34,34,1,34,34,0,True,True,True,0,core_only,18,16,12,7,20
tinonanon-manobo,185338,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tira,13812,61,61,61,34,34,1,34,33,1,True,True,True,0,core_only,17,16,12,7,20
tiriki,105534,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tiruray,12537,65,65,65,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tiv,2285,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
tiwa-northern,19002,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tiyaa,179655,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tlapaneco-de-tlacoapa,169301,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tlicho,139104,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toabaita,143501,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toba-maskoy,142777,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tobelo,100859,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tojolabal,8093,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tok-pisin,23528,100,100,102,48,49,12,47,46,2,True,True,True,0,core_only,19,19,20,13,27
tolaki,17501,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toli-gbe-2,161504,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toma,20285,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
tombulu,17431,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tomini,17424,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tondano,20259,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tonga,142905,89,89,91,50,51,11,50,45,1,True,True,True,0,core_only,19,20,21,16,28
tonga-malawi,21094,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tonga-zambezi,20984,2,2,2,1,1,1,1,1,0,False,False,False,0,core_only,0,0,1,0,0
tongan,14509,99,99,101,48,49,12,47,46,2,True,True,True,0,core_only,19,19,20,13,27
tonsawang,17432,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tonsea,17423,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tontemboan,17436,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tontemboan-makelai,185195,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toposa,13805,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
toraja,21247,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
torwali,10474,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
totonac-coyutla,142900,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
totonac-papantla,142907,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
totonaca-sierra,8089,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
toura,102103,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
traditional-japanese,185332,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
trinitario,143039,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
trique-san-juan-copala,8079,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
trukese,20637,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsamakko,176424,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tshiluba,20790,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
tsikimba,9616,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsimane,140021,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsimanex,184827,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsimihety,20805,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsishingini,20989,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tsogo,5019,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
tsonga,8494,86,86,88,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
tsuvadi,24161,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tswa,20293,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tswana,1479,103,103,105,52,53,13,51,46,2,True,True,True,0,core_only,19,20,22,16,29
tu-huzhu,139089,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tugen,141927,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tula,9999,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tulu,5829,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tumbuka,7786,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tunia,143322,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tunjung,20270,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tupuri,2281,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
turka,141928,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
turkana,7285,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
turkish,1942,384,384,386,148,150,39,144,142,6,True,True,True,0,core_only,54,56,57,36,85
turkmen,420,176,176,178,78,80,22,75,75,3,True,True,True,0,core_only,25,32,29,19,52
tuvin,3892,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
tuyuca,143321,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tyap,98853,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzeltal-bachajon,8072,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzeltal-oxchuc,23936,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzeltal-tenango,23135,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzeltal-tenejapa,184662,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
tzotzil-chamula,8069,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzutujil-eastern,5433,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tzutujil-western,150571,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uare,141610,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
udmurt,18606,142,142,142,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
uduk,142121,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ukaan,141292,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ukrainian,12876,278,278,280,113,115,26,111,108,5,True,True,True,0,core_only,42,49,49,27,55
ukrainian-sign-language,14783,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
ukue,142179,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
umajamnon-manobo,185339,61,61,61,34,34,1,34,34,0,True,True,True,0,core_only,18,16,12,7,20
umbundu,564,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
uneme-north,142202,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uneme-south,185254,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
urat,11105,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
urdu,407,385,385,387,126,128,27,122,120,6,True,True,True,0,core_only,47,50,52,31,70
urdu-indian,22563,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
urhobo,9976,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
urim,11108,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uripiv-wala-rano-atchin,142266,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
urubu-kaapor,1669,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
usarufa,142286,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ushoi,125402,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uspanteco,5431,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ut-hun,160430,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
utukwang,179212,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uud-danum,171233,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
uyghur,410,73,73,73,43,43,9,43,42,1,True,True,True,0,core_only,19,18,12,10,29
uyghur-central-asia,185211,1,1,1,1,1,1,1,1,0,False,False,False,0,core_only,0,0,1,1,0
uzbek-northern,3888,179,179,181,81,83,25,79,78,3,True,True,True,0,core_only,27,31,29,20,54
uzbek-southern,406,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vagla,5279,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vai,7564,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
vaiphei,142378,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vajjika,153840,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vale,142372,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vanuma,142380,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
varhadi-nagpuri,100506,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
varli,5771,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vasavi,5772,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vasavi-kolche,181949,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vasui,11150,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
venda,13414,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
verre,125753,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vidunda,142394,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vietnamese,3887,382,382,384,152,154,43,146,147,5,True,True,True,0,core_only,54,59,60,38,84
vietnamese-northern,22500,134,134,134,59,60,5,57,56,3,True,True,True,0,core_only,24,26,21,11,39
vili,4295,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
visualvernacular,185345,3,3,5,3,3,1,3,3,0,False,False,False,0,core_only,0,0,0,2,3
vitu,11052,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vunjo-chagga,24141,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
vwanji,20318,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wa-vo,144886,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waama,1313,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waata,143207,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waddar,5767,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wagdi,5766,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waghiri,142303,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waja,9959,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wakatobi,157752,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wala,141771,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wali,5276,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wambon,142964,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wamey,140083,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wampis,184483,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wana-taa,185330,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waneci,10461,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wanga-luhya,20794,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waorani,139202,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
warao,5500,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waray-waray,12533,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
warji,9955,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waropen,143147,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wasa,20332,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waskia,143157,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
watakataui,11033,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waumeo,4187,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
waura,100773,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wayampi-amapari,1795,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wayampi-oiapoque,1796,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
wayuu,4232,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
we-northern,143058,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
welsh,14815,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
weri-2,142830,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
western-carib,49145,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
western-garame,179190,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
western-lipo,153360,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
western-poqomchi,153551,63,63,63,36,36,2,36,35,1,True,True,True,0,core_only,18,16,12,8,22
wewewa,21002,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wichi-lhamtes-guisnay,144584,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
winye,141618,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wolane,142947,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wolaytta,4734,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
wolio,17408,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wolof,7897,147,147,149,68,70,12,67,66,2,True,True,True,0,core_only,24,29,28,16,42
wondama,142589,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
worodougou,141238,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
wumvu,143169,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
xaasongaxango,141265,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
xamtanga,4724,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
xavante,1759,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
xhosa,13408,158,158,160,74,76,15,72,67,3,True,True,True,0,core_only,25,30,31,19,45
xiang,20627,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
xinulajgsipij,169603,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
xun,581,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yabem,141124,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yaka,19495,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yaka-central-african-republic,139124,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yaka-d-r-c,139126,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
yaka-drcongo,580,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yakan,12529,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yakha,100282,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yakoma,3144,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yakpa,109459,0,0,0,0,0,0,0,0,0,False,False,False,0,core_only,0,0,0,0,0
yakpa-1,3122,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yakut,18379,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yala,9940,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yalunka,5468,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yamba,2249,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yamdena,141060,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yandang,168775,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yanesha,139411,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yanomami-ninam,102259,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yanomamo,1573,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yao,7773,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
yao-baiku-naogelao,185359,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yao-iu-mien,22098,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yao-tanzania,184489,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yapese,8381,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yaqui,8026,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yareba,142858,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yawa,142986,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yemba,19504,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yemsa,4665,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yerukula,23326,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yiddish,5130,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
yine,143753,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yinzebi,175252,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yom,26497,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yonggom,10981,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
yoruba,1308,184,184,186,80,81,20,79,74,2,True,True,True,0,core_only,35,31,36,22,37
yucuna,4148,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
