audioLanguageSlug,coreLanguageId,sourcePublishedLeafVideos,sourcePublishedHlsLeafVideos,sourcePublishedHlsVideosAllLabels,curatedStartUnique,curatedUnionUnique,curatedStartWorkFamilies,curatedStartStoryGroups,curatedStartMedianDubAtMost15m,curatedStartFeatureFilms,startMeets6,startMeets30,unionMeets30,adminValidatedUnique,identityStatus,pool_meaning-and-purpose,pool_hope-and-perseverance,pool_love-and-belonging,pool_forgiveness-and-new-beginnings,pool_exploring-jesus
punjabi,46771,204,204,204,81,82,9,78,76,5,True,True,True,0,core_only,28,33,29,15,54
purepecha,8075,72,72,72,44,44,2,44,43,1,True,True,True,0,core_only,20,17,15,10,29
pyam,178026,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
qanjobal,141355,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
qashqai,184529,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
qena,156595,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
qiang-southern,27157,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-ambo-pasco,144393,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-ancash-conchucos-northern,12449,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-ancash-conchucos-southern,12445,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-ancash-huaylas,12461,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-ayacucho,12402,139,139,141,68,70,12,67,66,2,True,True,True,0,core_only,24,29,28,16,42
quechua-cuzco,12399,137,137,139,68,70,12,67,66,2,True,True,True,0,core_only,24,29,28,16,42
quechua-eastern-apurimac,27039,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-huanuco-huallaga,12422,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-huanuco-huamalies-northern-dos-de-mayo,12441,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-lambayeque,12421,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-margos-yarowilca-lauricocha,26302,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-north-bolivian,1428,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-north-junin,12428,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-panao-huanuco,144408,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quechua-south-bolivian,633,152,152,154,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
quechua-southern-pastaza,144330,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quiche-central,5399,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
quiche-joyabaj,5398,132,132,132,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
quiche-west-central,5425,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-canar-highland,144413,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-highland-chimborazo,4481,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-imbabura-highland,144395,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-pastaza,174473,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-salasaca-highland,144409,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
quichua-tena-lowland,144390,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rabha,5934,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rade,144481,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rai-bantawa,24043,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rajbangsi-india,23226,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rajbanshi-nepal,23548,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rakhine,101630,70,70,70,40,40,2,40,39,1,True,True,True,0,core_only,19,18,13,9,25
ralte,101511,0,0,0,0,0,0,0,0,0,False,False,False,0,core_only,0,0,0,0,0
rampi,19912,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rana-tharu,8972,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rangpuria-bangla,101632,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rao,144489,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rathawi,23313,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ravula,142491,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rawa,11329,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rawang,5930,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rejang,17769,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rendille,7238,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
reshe,10048,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
reunion-creole-french,12923,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ribeirinho,185334,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rigwe,44748,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rikbaktsa,1869,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rinconada-bikol,158787,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
roglai-northern,19317,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rohingya,24263,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
romani-balkan,1953,88,88,88,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
romani-balkan-romania,184455,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
romani-caldarasi,22334,76,76,76,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
romani-carpathian,4450,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
romani-kalderash-western,21027,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
romani-sinte,1113,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
romanian,5546,337,337,339,126,128,25,123,119,3,True,True,True,0,core_only,46,50,55,33,65
romanian-sign-language,12961,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
romblomanon,12602,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ronga,8520,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
roviana,143435,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rufumbira,106188,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rukuba,46969,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
rumu,11956,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
runyankole,20859,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
runyoro,20861,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
ruruuli-runyala,139185,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
russian,3934,534,534,536,161,164,51,156,155,6,True,True,True,0,core_only,60,64,63,40,81
russian-sign-language,1944,1,1,1,1,1,1,1,0,1,False,False,False,0,core_only,0,0,0,0,1
ruund,583,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
ruwila,185129,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saa,97071,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saafi-saafi,143610,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sabaot,7227,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sabu,17346,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sadani,20902,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sadri-oraon,23797,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
safwa,14236,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saho-eritrea,184521,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sahu,17040,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sakalava-analalava,24120,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sakalava-besalampy,24121,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sakata,20196,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
salar,3924,1,1,1,0,0,0,0,0,0,False,False,False,0,core_only,0,0,0,0,0
saluan,144834,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sama-bangingi,24235,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sama-central,12588,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sama-mum,184509,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sama-southern,12595,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
samarkand-tajik,24156,130,130,130,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
sambal,20905,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sambalpuri,138284,142,142,142,57,58,3,55,54,3,True,True,True,0,core_only,23,26,20,10,38
samburu,7237,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
samia,7235,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
samo,2018,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
samoan,530,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
san-andres-islander-creole,184519,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
san-chi,143419,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sanga,142134,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sanggau,143690,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sangihe,20908,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sangil,12585,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sango,3156,89,89,91,51,52,12,51,46,1,True,True,True,0,core_only,19,20,22,16,28
sangu,20199,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sani-3,142869,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sansi,10545,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
santali-india,24249,78,78,78,36,36,2,35,34,2,True,True,True,0,core_only,18,16,12,7,22
santhali-nepal,184924,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sanuma,1720,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sapo,141597,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saptari,184902,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sara,22640,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saraiki,5907,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saraiki-megwhal,185257,115,115,115,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
saramaccan,18715,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sardinian-logudorese,6975,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
sarlahi-tharu,151150,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sasak,17249,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
satere-mawe,184849,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saurashtra,5920,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
sauria-paharia,6222,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
saya,10040,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sedoa,100107,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sehwi,5210,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
seko-padang,142642,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
selaru,142753,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
selayar,17556,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
semelai,141912,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sena,8513,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sena-malawi,7788,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sengele,15471,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sengwer,185249,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
senoufo-cebaara,15990,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
senoufo-djimini,16084,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
senoufo-nyarafolo,102234,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
senoufo-supyire,7811,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
senoufo-tagbana,53417,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
serawai,17760,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
serbian,5541,263,263,265,105,107,20,103,102,3,True,True,True,0,core_only,45,43,46,26,50
serere-sine,5058,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
seselwa-creole,13079,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
shambala,14154,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shan,8684,71,71,71,41,41,3,41,40,1,True,True,True,0,core_only,19,18,13,10,26
shanghainese,20623,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shanjo,151817,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sharchogpa,23047,86,86,88,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
shawi-chayahuita,159000,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
shekhawati,24416,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
shekkacho,143877,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sheko,142418,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sherbro,13084,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sherpa,3929,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shilluk,13848,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shimaore,7752,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
shina,5918,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shina-kohistani,10500,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shipibo-conibo,12392,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
shona,8506,158,158,160,74,76,15,72,67,3,True,True,True,0,core_only,25,30,31,19,45
shuar,4499,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
shughni,20208,68,68,68,39,39,5,39,38,1,True,True,True,0,core_only,18,17,12,9,25
shui,22094,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
siang,20248,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
siar-lak,142536,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sidaama,131700,117,117,117,57,58,3,56,55,2,True,True,True,0,core_only,23,26,20,11,38
sidamo,4644,1,1,1,1,1,1,1,1,0,False,False,False,0,core_only,0,0,0,1,1
siddi,185207,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sihanaka-2,153384,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sika,142631,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sikkiligar,142647,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
silte,143300,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sinasina,11259,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sinaugoro,11303,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sindhi,389,139,139,141,69,71,13,68,67,2,True,True,True,0,core_only,25,29,29,16,42
sindhi-bhil,10488,115,115,115,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
sindhi-sansi,185328,115,115,115,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
sinhala,13172,176,176,178,73,75,17,71,70,3,True,True,True,0,core_only,26,29,29,16,46
sirmauri,26359,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sisaala-tumulung,5206,67,67,67,39,39,2,39,34,1,True,True,True,0,core_only,18,17,14,10,23
sissala,142646,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
siswati,20947,103,103,105,52,53,13,51,46,2,True,True,True,0,core_only,19,20,22,16,29
slavey,20223,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
slovak,5545,263,263,265,112,114,20,109,109,3,True,True,True,0,core_only,43,44,48,31,59
slovenian,1112,99,99,101,49,50,13,48,47,2,True,True,True,0,core_only,19,19,20,14,28
soli,15796,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
somali,4466,199,199,201,75,77,16,73,68,3,True,True,True,0,core_only,26,30,31,19,46
somba-siawari,139791,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
songai-timbuktu,24012,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
songe,15480,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
songhay-gao,53370,94,94,96,52,53,12,51,51,1,True,True,True,0,core_only,20,21,21,15,30
soninke,2005,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sora,5879,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sotho-northern,13465,98,98,100,48,49,12,47,46,2,True,True,True,0,core_only,19,19,20,13,27
sotho-southern,7546,104,104,106,53,54,14,52,47,2,True,True,True,0,core_only,20,20,23,16,29
sougb,143861,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
south-gumuz,184660,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
southern-gondi-adilabad,180517,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
southern-nisu,24433,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
spanish-castilian,21046,247,247,249,85,87,18,83,81,4,True,True,True,0,core_only,28,33,34,20,55
spanish-latin-american,21028,629,629,631,169,172,54,163,164,5,True,True,True,0,core_only,65,63,62,42,89
sranan-tongo,21231,154,154,156,69,71,13,67,66,3,True,True,True,0,core_only,24,29,28,16,43
suau,143387,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suba,7222,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
suba-simbiti,101456,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
subanen-eastern,142332,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
subanen-northern,12572,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
subanon-western,12568,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suena,143302,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suku,15476,55,55,55,32,32,1,32,31,1,True,True,True,0,core_only,17,14,12,7,18
sukuma,14226,121,121,121,60,61,3,59,54,2,True,True,True,0,core_only,23,27,22,13,39
sukur,10022,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sula,17035,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sumbawa,17226,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sunda,16618,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sunda-alus,185190,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sundanese-banten,185191,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sunuwar,24068,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suodi,22863,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
surgujia,142339,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suri-tirmaga-chai,4739,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
surjapuri,23316,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
surui,143124,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
suryoyo,24145,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
susu,5470,92,92,94,52,53,12,51,51,1,True,True,True,0,core_only,20,21,21,15,30
swahili-congo,23388,143,143,145,72,74,13,71,66,2,True,True,True,0,core_only,24,30,30,19,44
swahili-kenya,23179,66,66,66,39,39,5,39,37,2,True,True,True,0,core_only,20,16,13,7,24
swahili-tanzania,23178,284,284,284,109,110,13,106,102,3,True,True,True,0,core_only,44,46,45,26,57
swedish,4823,244,244,246,105,107,18,103,102,3,True,True,True,0,core_only,41,46,46,26,50
sylheti,144882,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
sylhetti,1236,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
syriac,53438,116,116,116,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
taa,153397,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tabaru,17028,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tabassaran,18617,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tacawit,139091,138,138,140,68,70,12,67,66,2,True,True,True,0,core_only,24,29,28,16,42
tachelhit,507,193,193,195,70,72,14,68,66,4,True,True,True,0,core_only,24,29,28,16,44
tado,164090,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tagalog,12551,322,322,324,127,129,28,123,122,5,True,True,True,0,core_only,46,51,52,32,69
tagbanwa-calamian,142016,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tahitian,4950,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
tai-dam,7516,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tai-don,7428,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tai-lue,20789,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tai-nua,3910,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tairora,150415,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
taita,7334,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tajik,24309,178,178,180,81,83,25,78,78,3,True,True,True,0,core_only,27,32,30,19,54
tajpuriya,185078,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
takia,142010,63,63,63,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
takuu-nakumanu,53392,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
takwane,26862,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tal,100301,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
talaandig-manobo,185337,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
talaud,17547,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tali-2,181020,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
talysh,1124,119,119,119,56,57,2,55,54,2,True,True,True,0,core_only,23,26,20,10,37
tamajeq-tahoua,7807,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tamang-eastern,5872,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tamang-western,8989,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tamasheq-kidal,2000,84,84,86,47,48,11,47,46,1,True,True,True,0,core_only,19,19,20,13,26
tamazight-central-atlas,512,214,214,216,69,71,13,68,66,3,True,True,True,0,core_only,24,29,28,16,43
tambee,154906,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tamil,5871,312,312,314,127,129,28,123,122,5,True,True,True,0,core_only,47,51,52,31,69
tampulma,5291,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tangale,10014,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tangoa,142360,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tangsa-kimsing,184546,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tangshang-shecyu-cyamcyang,6007,64,64,64,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tanjijili,142172,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tanna-north,14970,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tanna-southwest,15013,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
tarahumara-baja,8109,62,62,62,35,35,1,35,34,1,True,True,True,0,core_only,18,16,12,7,21
